,Name,Category,Business Description,Based in,Tags,Total Funding,Founded,Website,Company Status
446,Omnihorse,Denmark,"Omnihorse is a platform where you can meet others who share the same passion for horses as you. Here you can form new relationships and friendships based on the sport, and share your experiences and interests in a safe community, where the main element is respect for all members.",Copenhagen,"B2C, Consumer Goods, Events, Training",No funding announced yet,2018.0,https://www.omni-horse.com,
447,Nature Preserve,Denmark,Nature Preserve operates as a tech company that re-engineers avoidable food waste into a range of healthy products. It is driven by a mission to minimize waste and maximize access to healthy products. The company was founded in 2018 and is headquartered in Copenhagen K.,"Copenhagen,","Food and Beverage, Health Care, Wellness",No funding announced yet,2018.0,https://www.naturepreserve.co/,
448,Monthio,Denmark,"WHY We are a Fintech company on a mission to redefine the roles of banks and banking services. HOW We deliver ""Open Banking Services"", enabling real-time & automated credit valuation based on advanced financial models and intelligent categorization",Copenhagen,Financial Services,No funding announced yet,2018.0,https://www.monthio.dk/,
449,Minter Markets,Denmark,"Minter Markets is a securities broker and multi-asset investing business. The company provides consumers and professional investors, active traders, investment businesses, and proprietary trading groups with trading, investment advice, market research, and analysis.",Kobenhoved,"Consulting, Market Research, Risk Management, Trading Platform",No funding announced yet,2018.0,https://www.mintermarkets.com,
450,Lophora,Denmark,"Lophora is a drug-development start-up developing new rapid-acting drugs for central nervous system diseases including treatment-resistant depression. The company has identified and patented a new class of proprietary ligands that share a pharmacological profile with psilocybin, which has shown promising clinical results in the treatment of depression. Founded in 2018 Lophora has successfully finished initial characterization of its lead-candidate through funding granted by the BioInovation institute (Novo Nordisk Foundation) and plan to begin first-in-human trials by 2023. Lophora is currently focusing on Treatment-Resistant Depression, but clinical data suggests that the new drug class will be applicable to the treatment of other CNS disorders including anxiety, PTSD and substance abuse. Lophora holds a unique position in the market for anti-depressant therapies of the future. The company seeks to mature lead-candidate LPH-5 through pre-clinical operations, toward IND status by the end of 2022. Given our unique technology and knowledge of the field, we are confident that we are moving ahead of a global market shift towards Psychedelic-assisted therapy as a treatment for CNS disorders.",Copenhagen,Biotechnology,No funding announced yet,2018.0,https://www.lophora.com/,
451,Lab08,Denmark,"At Lab08, we are a team of experienced developers joining forces with innovators who aspire to build products with a positive impact on the world. Our people are our greatest asset. So, when you come to work with us, we make sure you get to focus on one product and develop your best from start to finish.","Information Technology, Software","Information Technology, Software",No funding announced yet,2018.0,https://www.lab08.com/,
452,Legal Monster,Denmark,Legal Monster enables companies to become data citizens and makes it effortless to do business in a global world. Legal Monster is helping companies to become amazing data citizens by making marketing consent and privacy compliance simple. Become an amazing data citizen with Legal Monster. Simple no-brainer privacy compliance.,Copenhagen,"Big Data, Compliance, Consulting, Information Technology, Legal, Location Based Services, Privacy, Professional Services, Software",No funding announced yet,2018.0,https://www.legalmonster.com/,
453,Lendo,Denmark,"Lendo is a comparison service for loans that gives Danish consumers the opportunity to easily obtain and compare loan offers from a number of banks and lenders. Lendo's mission is to help Danes get better loans. We want to change the balance of power in the loan market, so that it is the customers who are strongest. We want to intensify competition between banks and lenders so that they are the ones fighting for customers. We want to create transparency in the loan market and make it easy for the consumer to obtain and compare loan offers, so that you do not have to be in doubt that you have chosen the best deal. We are always on the customer's side and work continuously to ensure the consumer the best loans. Our service is free and no extra fees or interest surcharges are charged to customers when they use Lendo - just as they will never be able to obtain better loan offers by contacting the banks Lendo cooperates directly with. Lendo has already helped over a million consumers in the Nordic region to save money in connection with borrowing. Lendo was founded in Sweden in 2007 and is today the largest comparison service for loans in both Sweden and Norway, just as Lendo has made great progress in the Finnish market since its introduction in 2015. Lendo is owned by the Norwegian media group Schibsted.",Copenhagen,"Financial Services, Lending, Professional Services",No funding announced yet,2018.0,https://www.lendo.dk/,
454,Impact Extend,Denmark,"IMPACT Extend is a sister company to IMPACT A/S, and together we are helping large, international customers in Cross Cloud setups for e.g., Hummel and Ball Group. n IMPACT Extend, we have a strong focus on the way we work together and how we ensure a balanced mental and financial surplus. We believe that good, strong relationships are the key to employee and customer happiness, work quality and great results. Our mission is ""To unleash potential by developing insightful relationships"" both as individuals, business and society. As data front runners and pioneers, we believe we have a special obligation to make a positive impact on people's everyday life and for the society we are a part of.",Copenhagen,"Digital Marketing, Marketing Automation, SEO",No funding announced yet,2018.0,https://www.impactextend.dk/,
455,InProTher,Denmark,InProTher is developing first-in-class immunotherapies against cancer and has pre-clinical proof of concept for broad and curative cancer therapy. Treated animals eliminate their tumors and become resistant to challenge from administered cancer cells. A combination with immune checkpoint inhibitors makes the effect complete in animal models. InProTher's research is based upon research by Associate Professor Peter Johannes Holst and colleagues and international collaborators.,Copenhagen,"Biotechnology, Immune Oncology, Research",No funding announced yet,2018.0,https://www.inprother.com/,
456,Hoard,Denmark,"Hoard is changing the future of the Gaming Industry. Through revolutionary technology, based on blockchain, Hoard offers a unique value proposition for game players and game developers. It enables them to take advantage of true ownership, virtual exchange and crowdfunding games.",Aarhus,Video Games,No funding announced yet,2018.0,https://www.hoard.exchange/,
457,Fastspeed,Denmark,"Fastspeed is DENMARK'S ULTIMATE BROADBAND. We peel off all the superfluous, remove the restrictions and set the broadband free with 1000 Mbit on both coax (cable TV socket) and fiber. We therefore give you maximum speed on your connection at the market's strongest price - regardless of whether you are a private customer, company, get broadband paid by employer, live in a housing or antenna association, as well as in housing companies. Our mission is to provide the best broadband solutions on the market, so you do not have to worry about expensive bills, but can simply enjoy your fast internet. That is why you always get maximum speed at the best prices on the market. In addition, you clearly get the best customer service and experience. We are supremely No. 1 on Trustpilot among all internet providers with several thousand customer reviews. Then choose Fastspeed if you want the best product at the best price with the best customer service. We call it Denmark's ultimate broadband! Check us out at www.fastspeed.dk - we look forward to giving you Denmark's ultimate broadband.",Copenhagen,"Internet, Telecommunications",No funding announced yet,2018.0,https://www.fastspeed.dk/,
458,Dataverz,Denmark,"Dataverz designs and deploys data-driven IT solutions to support collaboration and innovation. We help our clients build and strengthen their information infrastructures using analytics and data visualisations to enable the exploration & analyses of knowledge architectures. Our mission is to connect people and knowledge through the integration of data acquisition, data analysis and interactive dashboards.",Copenhagen,"Big Data, Data Integration, Information Technology, Software",No funding announced yet,2018.0,https://www.dataverz.net,
459,Brikk,Denmark,"Brikk is a next-generation estate agent and proptech company, that what to gives home sellers a significantly better experience by utilising tech and the use of online, making the selling process much more efficient for agent, buyers and sellers . Brikk is now one of the biggest proptech companies and estate agencies in our first market Denmark as well as the fastest selling and one of the best reviewed ones.",Copenhagen,"Information Technology, Real Estate",Between €1 million-€ 2.5 million,2018.0,https://www.brikk.dk/,
460,Captego,Denmark,"At Captego we’re looking to change how inspections are carried out.
With our unique camera-first approach we turn any on-site professional into a field data collector. We’re expanding rapidly in the construction and insurance industries and nimbly moving into other verticals, such as industrial manufacturing. We have a constant focus on providing value and a great experience for our users. Winning the hearts and minds of our customers is our path to success. With more hearts and minds to win in the world, we’re looking to expand rapidly over the coming months both in terms of customers, verticals, product functionality, and team size.",Aarhus,"Logistics, Quality Assurance",No funding announced yet,2018.0,https://www.captego.com/,
461,Coachr,Denmark,"Coachr is a fitness solution app for personal trainers. Trainers nutrition plans, fitness plans, automated client tracking, and personal chat are all included in this app. Finally, a platform for trainers who wants to build a truly powerful business. Manage clients faster than ever, all while keeping them happy as ever.",Hovedstaden,"Fitness, Mobile Apps, Nutrition, Software, Training",No funding announced yet,2018.0,https://www.coachr.io,
462,Dansk Outlet,Denmark,"Dansk Outlet is not a typical Danish retail clothing chain, and we are proud of that! We are a solid Jutland company with strong values, which we live out every day. We always think and act according to what will be best for our customers, and not based on what fits into strict concepts and systems. Our success rests on good merchandising, price and selection that is tailored to our customers' demands and expectations. In short, we are a franchise concept, and Denmark's cheapest nationwide clothing chain that sells high quality fashion clothing, for the whole family.",Ikast,"Consumer Goods, E-Commerce, Sales",No funding announced yet,2018.0,https://www.danskoutlet.dk,
463,Arteana,Denmark,"Having lived six years in the magnificently beautiful city of Florence, la Dolce Vita and the Mediterranean love for life is in the heart of their Creative Director, Vaseline Cheban ova. A combination of Vaseline Cheban ova's education in footwear design and sustainability and her first-hand experience with the fast fashion industry sparked a dream to catalyze positive change.",Hovedstaden,Fashion,No funding announced yet,2018.0,https://www.arteanafashion.com/,
464,The Socki Company,Denmark,"The Socki Company will present the solution to all customer's concerns. They introduce the snapisnapi system, which will always make the perfect sock match while combined with a wide choice of trendy, wild, joyful, and everyday socks. This revolutionary method is used on all socks from the Socki Company, and the client present sock annoyance will soon be a thing of the past. They will never be missing socks again, andÂ they will always be able to find the right pair in the customer's drawer.",Aarhus,"Consumer Goods, E-Commerce, Fashion, Manufacturing",No funding announced yet,2018.0,https://sockisocki.com,
465,SteamRex,Denmark,"SteamRex is Denmark's largest mobile car cleaning service, which by using steam cleaning delivers quality-conscious, gentle and environmentally friendly car cleaning - both outside and inside. Easy, convenient and time-saving: We clean your cars where and when it suits you, while the employees do more important things Cleaning adapted to your needs: Basic cleaning, Return preparation, Total preparation and general care of cars - the whole car or just inside or outside High consistent quality : Steam cleaning that removes all dirt and bacteria - provided by certified Service Partners Far more environmentally friendly: Consumption of <5 liters of water per car, no soap, fewer chemicals and no wastewater discharge Easy administration: Fully digital solutions for both the company's administrator (s) and car users.",Rodovre,Automotive,No funding announced yet,2018.0,https://steamrex.com,
466,Syndicate,Denmark,"We help ambitious companies to develop and unleash their full potential. At Syndicate, we have deep competencies in agile product development. We help with the changes needed to create the best products. Reality calls for new ways of working. We happen to be experts in this. We have assembled an insanely ambitious consulting team with deep competencies in agile product development. Together, we help you get started creating clarity, focus and flow.",Syddanmark,"Business Development, Lead Management, Product Management",No funding announced yet,2018.0,https://syndicate.dk/,
467,Replay Institute,Denmark,"Our mission is to empower players – professionals, talents and amateurs – to unleash their full tactical potential. We do so by translating data, video and tactics into actionable insights including intuitive tools to identify, measure and improve tactical skills. We are based at House of Sports (Idrættens Hus) and we are all passionate about either sports or technology – or both.   We work with industry leaders within sport and technology, including DIF, KMD and IBM, and we take pride in our passion to play, invent, implement and making a difference. We are a fast growing and dynamic team with an open-minded, ambitious, get-things-done attitude. We embrace diversity and welcome talents who share our passion for sports tech.",Hovedstaden,"Sports, Virtual Reality",Between €2.5 million-5 million,2018.0,https://replayinstitute.com/,
468,Reshape Biotech,Denmark,"Reshape Biotech started from Daniel’s time as a bioengineering student, where countless of hours were spent performing tasks, he knew he could automate. The mission is to make automation an everyday thing, where extensive setup or complexity is not a barrier. The best robots are the simplest, and that is what Reshape Biotech has set out to do. We have years of experience in complex systems engineering and building large teams.",Hovedstaden,"Biotechnology, Industrial Automation, Robotics",Between €500K-€ 1 million,2018.0,https://reshapebiotech.com/,
469,River Stone Biotech,Denmark,"River Stone is an integrated synthetic biology company. Synthetic Biology is disrupting multiple industries, including pharma biologics. The massive advances in synthetic biology over the past decade mean that creating and producing chemistry using biological approaches is cheaper, faster, more diverse, and more scalable than ever before. They combine state-of-the-art synthetic biology with extensive experience in making, scaling and launching products, with particular expertise in small molecules and ADMET improvement. Our technologies include powerful gene integration tools, analytical systems biology, enzyme design & evolution, strain optimization, fermentation scale-up and DSP.",Hovedstaden,Biotechnology,No funding announced yet,2018.0,https://riverstonebio.com/,
470,Sanos Clinic,Denmark,"Sanos is a global Contract Research Organization (CRO) providing value-added services to pharma, biotech and research organisations to help plan and conduct clinical trials, a critical part in the development of new drugs and treatments.",Herlev,"Biotechnology, Clinical Trials, Health Care, Hospital",No funding announced yet,2018.0,https://sanosclinic.com/,
471,Pie Systems,Denmark,"Pie Systems is a VAT reclaim software that allows for a fully digital reclaim process for tourists shopping in host countries. Pieâ€™s digital-first approach allows for a fully contactless solution, promoting ease and health safety. The company was founded in 2018 and based in Copenhagen, Denmark.",Copenhagen,"Apps, Software",Between €1 million-€ 2.5 million,2018.0,https://piesystems.io/,
472,Mindzeed,Denmark,"Mindzeed's goal is to make e-learning easily accessible for both companies and for the individual employee. We do this via our online communication platform Mindzeed Connect and with our original course content, Mindzeed Originals. Mindzeed was founded in 2018 by Jakob Hjort, with a background in the advertising and communications industry and a trained graphic designer. Mindzeed Connect is a modern cloud-based communication and learning platform that makes it easy and efficient to set up, distribute and monitor courses, questionnaires, policies, etc. for employees.",Soborg,"Cyber Security, EdTech, Training",No funding announced yet,2018.0,https://mindzeed.com,
473,Mazepay,Denmark,"By introducing smarter software, we help procurement and finance professionals cut the tail in long-tail procurement. And in turn, cut the expenditure that follows traditional indirect procurement. Mazepay is taken to market together with leading commercial banks and Mastercard. We bring innovative SaaS-based technology to enable seamless B2B payment processes and automated tail spend management for both Buyers and Suppliers.",Aarhus,"B2B, Financial Services, Information Technology, Procurement",Between €1 million-€ 2.5 million,2018.0,https://mazepay.com,
474,Nautix Technologies,Denmark,"Front-line workers who carry out critical operations in heavy-asset industries are often disconnected from the office-based teams. Millions of professionals and organizations use remote collaboration and work management tools to improve communication and productivity, but the front-line workforce does not! Reason: these tools are only designed for desk users. Nautix is an innovative digital collaboration platform that brings the front-line workforce and office-based teams together to achieve next-level productivity. It's uniquely designed for assets as well as contractual workforce management. With all the tasks, communication, and files organized and easily accessible by all teams, Nautix is the single source of truth for all work-related communication. We help remote teams to become more organized and productive, improve transparency & accountability and above all, make work-related communication easy. Nautix is the future of work for the modern front-line workforce.",Copenhagen,"B2B, Enterprise Software, Logistics, Marine Transportation",Between €100K-€500K,2018.0,https://www.nautixtech.com,
475,Go Dogo,Denmark,Go Dogo provides mental workout for dogs - It's an app-controlled wall-mounted robot that uses the home TV to give instructions a feedback. The combination of computer vision and treat releases enables brain games that slowly gets more and more challenging. Over-the-Air updates ensures that Go Dogo never gets old. Go Dogo develops an intelligent treat-based learning system for dogs - machine-learning enables an individually tailored experience that delivers the right level and balance of brain-game workout and treats - even when the dog is home alone.,Kongens Lyngby,"Computer Vision, Consumer Electronics, Internet of Things, Pet",No funding announced yet,2018.0,https://go-dogo.com/,
478,MakeImpact,Denmark,"We don’t believe that the current investment world matches the sustainability strive in the younger generation.
At make!mpact, we want to change the game and make sustainable investing simple. We empower you with the knowledge, confidence and transparency to make a difference through your investments. No one should have to compromise their sustainability values in order to invest their money! For more information, have a look at our website and join our m!club!",Copenhagen,"Apps, Financial Services, FinTech, Information Technology",No funding announced yet,2018.0,https://makeimpact.io/,
479,Liveshopper,Denmark,"We are passionate about creating the best live shopping experience for both users and companies. We work globally with retailers, online stores and Direct to Consumer brands. In a time dominated by online presence, we believe that the ability to connect and interact with you customers in a social, entertaining and inspiring way has never been more important. And live video is such a strong way to do it.",Copenhagen,"Shopping, Software, Video",No funding announced yet,2018.0,https://liveshopper.net/,
480,Jamii.one,Denmark,"Jamii.one platform transforms data into financial opportunities for traditional savings communities. Their technology can be used by anyone, even if they do not have formal identification or own a phone. Using an app, saving communities can take control of their finances and use their data to reach their financial goals.",Copenhagen,"Finance, Financial Services, FinTech, Lending, Mobile Apps",No funding announced yet,2018.0,https://jamii.one,
481,Kontolink,Denmark,"Kontolink is an app that helps you and your company keep track of vouchers and payments, so you have more time, avoid mistakes and avoid frustrations over missing vouchers. Kontolink automatically collects your vouchers from your email and phone and matches them regularly with your banking transactions. When needed, Kontolink will also send you a friendly reminder if we have not been able to find a voucher for a transaction, so you are always up to date. Based on your bank's data, Kontolink matches transactions with vouchers and all you have to do is approve with a single swipe and vupti - then you can manage the posting from your mobile.",Copenhagen,Accounting,No funding announced yet,2018.0,https://kontolink.com/,
482,Humanitrack,Denmark,"Humanitrack is a science and tech open-source knowledge hub tackling global challenges powered by an impact-driven community. We are enabling STEM students, professionals, and you to take volunteering action to understand, guide, track and accelerate technologies driving solutions to global challenges and leading humanity to a healthy, sustainable future. Volunteering driven science and tech knowledge hubs tackling global challenges and empowering students and researchers. Collectively and through our platform at humanitrack.org we organize and make sense of the global amounts of information, news, networks, research and ideas funneled down into more manageable tech driven Quests.",Copenhagen,"Education, Information Technology, Sustainability",No funding announced yet,2018.0,https://www.humanitrack.org/,
483,Hexastate,Denmark,HEXASTATEs AI and IoT system ensures that the maintenance professional has full insights into their machines so they can make the right choices when performing maintenance without having any prior knowledge within complex vibration and temperature analysis. The vision of Hexastate is to make manual analysis obsolete by fully automating complex analysis to ensure that the maintenance professionals using it will be as easy and user friendly as possible.,Aalborg,"Big Data, Industrial Automation, Internet of Things, Manufacturing",No funding announced yet,2018.0,https://hexastate.com/,
484,Heylink,Denmark,"Heylink is a content monetization platform that helps publishers generate revenue and gain insights from their content while supporting them to become less dependent on traditional advertising channels. Our technology ensures that online publishers can exploit the full potential of their content by converting all their product- and brand related links into monetized tracking links that will generate revenue for publishers when their readers go on to make a purchase. We’re based in Copenhagen, working towards building the preferred revenue model for online publishers.",Copenhagen,"E-Commerce, Internet, Software",No funding announced yet,2018.0,https://heylink.com,
485,Hallex Technologies,Denmark,Hallex Technologies specializes in developing high performance solutions based on distributed systems.,Copenhagen,"Information Technology, Real Estate, Software, Telecommunications",No funding announced yet,2018.0,https://hallex.com,
486,FluoGuide,Denmark,FluoGuide provides solutions for maximizing surgical outcome through intelligent targeting. FluoGuide develops surgical solutions that are expected to reduce suffering for the patient and increase the likelihood of cure as well as reducing costs for the health care system.,Copenhagen,"Biotechnology, Health Care",Above €25 million,2018.0,https://fluoguide.com/,
487,Codility Solutions,Denmark,"Codility is a solutions provider company based on cutting edge technologies. We provide comprehensive solutions in web and mobile application development. We value our clients and prioritize client's requirements. We are ready to deliver our best solutions and services in foresightful way with quality. A wide range of companies are offering the same services as we offer. They offer the same What's & How, but our prestigious clients are always comfortable with our Why and Who. We are a full-cycle software development firm with multi-dimensional expertise and a particular focus on the full grasp over the latest technologies. We have been providing services to various companies achieve their goals with influential and impactful business solutions. We are well pleased with the fact that we earned the trust of many renowned brands globally.",Copenhagen,"Consulting, E-Commerce, Education, Information Technology",No funding announced yet,2018.0,https://www.codility.co,
488,Mindcap,Denmark,"Mindcap is a personalized Employee Engagement and Wellbeing platform. Mindcap is for Employees, HR, Managers, and all levels of an Organization. The aim is to provide: Shared Ownership, Insights to Behavior, and Personalized Experience for each individual. https://mindcap.ai Mindcap Software increases employee engagement. It does so by boosting employee productivity and provides you with actionable data. It also allows you to monitor the well-being of your employees and to increase employee satisfaction & retention. Mindcap empowers learning by making it personal, social and actionable. Mindcap integrates wellbeing and performance into the root of your company and gear up for the future of work to outperform your competitors and unleash the full potential of your employees.",Gilleleje,"SaaS, Software, IT Services",No funding announced yet,2018.0,https://mindcap.ai,
489,Climaider,Denmark,"Climaider is an application & life is more climate-friendly with it. It calculates, reduces, and compensates for the climate footprint. It is an all-in-one app. They build momentum to take climate action all around the world. With the ambition to become the most impactful company in stopping global warming, they make it simple for individuals and businesses to take action and fight for a sustainable future. They make climate action easy and efficient. Plant trees and equalize the climate footprint in minutes by supporting the CO2-reducing climate projects.",Copenhagen,"Environmental Consulting, Information Technology, Mobile Apps, Subscription Service",No funding announced yet,2018.0,https://climaider.com/,
490,Hafnium Labs,Denmark,"Hafnium Labs supports chemicals, energy, and pharma companies by solving one of the biggest challenges in chemistry: Obtaining reliable physical properties fast. From drugs that save our lives, to crop and energy technologies that will save our tomorrow, advances in chemistry change the world. By supporting researchers and engineers working with chemistry we help create a brighter future. We have developed a breakthrough system for combining state-of-the-art predictive methods, such as quantum chemistry and AI, with experimental physical property data. By intelligently and transparently using all available information, we provide the most accurate physical property predictions and quantify the uncertainty, so you know how reliable each prediction is. Our Q-props tools support decision making from molecular discovery to process optimization. Check out our website and reach out to learn more about how to use Q-props in your company.",Copenhagen,"Advanced Materials, Artificial Intelligence, Biotechnology, Chemical",No funding announced yet,2018.0,https://hafniumlabs.com,
491,APX10,Denmark,"Our company operates out of the Nordics, specializing in big data analytics software. We have a dedicated team composed of business development experts, highly-experienced data scientists and software developers who support our utility clients by creating value from an exponential and growing amount of data. This is done using the unique data|APX® big data analytics platform and the valuable network effects from Nordic water, wastewater and district heating utilities, which are considered some of the best performing utilities in the world. Our business originates from the engineering world within water and wastewater. The ideation to data|APX® came while being a part of the Nordic branch of WSP, leveraging a wealth of experience dealing with increasing urbanization and climate change.",Viby,"Analytics, Big Data, Data Integration, Information Technology, SaaS",No funding announced yet,2018.0,https://apx10.com/,
492,Ante,Denmark,Ante is built by a group of entrepreneurs with the vision of bringing lawyers closer to their clients. Our ambition is to create the best search engine for legal information so that lawyers can spend less time on the practical and more time on the personal. We bring law into the 21st century with scalable solutions tailored to lawyers' challenges in knowledge sharing and GDPR compliance.,Copenhagen,"Internet, Internet of Things, Legal",No funding announced yet,2018.0,https://ante.dk/,
493,Actee,Denmark,"We believe that the best way to learn is by doing, so what better way to understand us than by testing a game yourself. Using serious games creates a realistic, yet safe, environment for you to explore and trial theories, methods, and approaches. Our games will provide you with a personal profile after playing.",Roskilde,"Gaming, Human Resources, Information Technology, Software",Between €500K-€ 1 million,2018.0,https://actee.com/,
494,Lemon Marketing,Denmark,"Digital marketing agency with over 10 years of experience. We work from our strategy wheels within the disciplines SEO, inbound marketing, email marketing, advertising on Google, LinkedIn & Facebook and CRO. We also hold tailor-made workshops on digital marketing, where we share our knowledge and give you concrete tools that you can use to elevate your digital presence. As a customer of Lemon Marketing, you are involved in all phases of the strategy - from tracking to reporting.",Odder,"Advertising, Web Design, SEO",No funding announced yet,2018.0,https://lemonmarketing.dk,
495,Eachthing,Denmark,"A platform for conscious consumers and companies who wants to offer their products to new segments. Eachthing was founded in 2018 by Sven Philipsen and have since been in a rapid and constant development. Thus, we are giving you the best as possible insight into your shopping basket. Eachthing works with AI and machine learning algorithms to create smart tools for consumers and help producers and retailers develop the sustainable products of the future. Eachthing helps consumers evaluate products in purchasing situations ensuring a better match between their individual needs, values, and preferences.",Aarhus,"Augmented Reality, IT Services, IT Consulting",No funding announced yet,2018.0,http://www.eachthing.com,
496,Scandic Pelagic,Denmark,"At Scandic Pelagic we have a vision of becoming the world’s leading pelagic company specializing in herring. With more than eight decades of experience within the industry, we deliver herring products of the highest standard customized to our customers’ requirements. Our high-quality herring products are landed, qualified and processed at our modern production facilities in Skagen and Aalbæk in Denmark – and with more than 200 skilled employees, Scandic Pelagic handles approx. 110,000 tons of herring each year. We market healthy products, we actively promote sustainable fishing, and we strive to leave the smallest possible environmental footprint. Our facilities and business activities have received a number of certifications such as MSC and IFS.",Skagen,"Food Processing, Sales, Seafood, Shipping",No funding announced yet,2018.0,http://www.scandicpelagic.com,
497,LastSwab,Denmark,"LastSwab launched May 2019 through the crowdfunding platform Kickstarter. At $16 a swab, LastSwab is meant to last at least 1,000 uses and is the easy-to-clean, reusable alternative to the abundant waste caused by single-use swabs around the globe. The tip of the swab is made from medical silicone and nylon and comes in a biodegradable case made of a corn-based material. LastSwab can be easily cleaned using soap and water and is also dishwasher safe. It comes in a standard swab for cleaning and a pointed swab for makeup application. Be the change and #SwabYourHabits.",Copenhagen,"Manufacturing, Renewable Energy, Product Development",No funding announced yet,2018.0,https://lastobject.com/,
498,BeCause,Denmark,"To sustainability-focused brands, marketplaces & VCs, the BeCause platform is the SaaS tool that overcomes inefficient coordination of ineffective communication of sustainability info, because it 1) Collects & 2) Coordinates their sustainability a single place online and then automatically 3) Communicates it where-ever and how-ever stakeholders need it (e.g. websites, portals, reports) a consistently, credibly, & conveniently. Just as all modern companies now have and need a PIM system, we believe the only way to thrive throughout the 2020s will be with a smart Sustainability Information Management system. Smoother Sustainability Management - enabling companies to collect & communicate their sustainability. BeCause is the world's first Sustainability Management Hub. We help companies collect, coordinate & communicate their sustainability to their stakeholders - far more efficiently & effectively than otherwise possible!
All this, to make causes become everybody's connection in the everyday market.",Copenhagen,"Apps, Consulting, Information Services, Information Technology",No funding announced yet,2018.0,https://because.eco/,
499,Dancann Pharma,Denmark,"DanCann Pharma challenge the status quo when developing and supplying medical cannabis, with focus on environment, consistency and quality.  DanCann Pharma A/S was founded in 2018 and is a Danish pharmaceutical biotechnology company powered by cannabinoids. DanCann Pharma is focused on discovering, developing, manufacturing, and commercializing of novel cannabinoid therapeutics in a broad range of disease areas.",Ansager,"Biotechnology, Manufacturing, Medical, Pharmaceutical, Therapeutics",No funding announced yet,2018.0,http://www.dancann.com,
500,Unifinance,Denmark,"Unifinance is a company based in Copenhagen Danmark, which makes it possible for customers to find the best loan offers. Our goal is to provide the best fit between customers and financial products. We go the extra mile for our customers to be able to get the possible solution for their financial needs. Our rapid expansion is created on our data-driven, and new thinking approach throughout our organization. We strive to create the best product possible. Combined with freedom to explore and pursue new ideas.",Copenhagen,"FinTech, Service Industry",No funding announced yet,2018.0,http://unifinance.dk/,
501,Plantcarb Aps,Denmark,Plantcarb ApS is a plant biotechnological spin out from Aarhus University and University of Copenhagen established by two scientists who have developed a method for producing agricultural crops whose starch consists of 100% amylose - carbohydrates with functions for improvement of human health and for green solutions,Fredensborg,Biotechnology,No funding announced yet,2018.0,http://plantcarb.com,
502,Debbie,Denmark,"Debbie is a data-driven recovery platform that provides power for manual processes and improves recovery using advanced data analysis. Debbie's mission is to ensure good recovery without losing the good customer relationship. They will give their users ""money for value"" and their customers a good experience during recovery.  Debbie was established in 2017 by Emil and Michael Brandt. Emil and Michael have many years of experience with recovery systems partly with Michael's work as a lawyer for 20 years with responsibility for large recovery portfolios and partly with Emil's work as software architect and full stack developer.",Copenhagen,"Debt Collections, Software, Platform",Between €2.5 million-5 million,2018.0,https://www.debbie.dk,
503,Octarine Bio,Denmark,"Octarine is perfecting a biological approach​ to producing natural, novel, and improved cannabinoid and psychedelic molecules with tailored modes-of-action. Our proprietary technology utilizes synthetic biology, yeast fermentation and enzymatic derivatization to develop IP protected drug candidates validated in pre-clinical models. We are unlocking the potential of nature and harnessing synthetic biology to re-design radical new approaches to combat poorly served health conditions.

​",Copenhagen,"Bioinformatics, Biopharma, Biotechnology, Health Care",Between €2.5 million-5 million,2018.0,http://octarinebio.com/,
504,21RISK,Denmark,"We are a SaaS based Risk Management system, that provides enhanced overview and dynamic risk tracking for production facilities. Our vision is to bring fact-based decision making into the Risk Management process through our cloud based SaaS system. 21RISK brings a data driven approach to the field of Risk Management, enabling your company to go from feelings to facts when assessing your risk portfolio. The only sustainable way to reduce costs related to risk and claims, is to perform risk reducing tasks in a structured way. Our Task Manager allows this to happen in real-time, giving all stakeholders an always updated overview of the risk portfolio. Our management app is built on the base of an AI network that helps the user to file and review risk more efficiently. This provides you with daily updates about your risk portfolio, so you can feel safe and in charge of managing your risks.",Copenhagen,"Insurance, InsurTech, Risk Management, SaaS",No funding announced yet,2018.0,http://21risk.com,
505,Caliber,Denmark,Corporate Reputation Management Platform,Copenhagen,"corporate reputation, brand tracker, reputation monitoring",No funding announced yet,2018.0,https://www.groupcaliber.com/,
518,Morningscore,Denmark,Morningscore is a new and robust SEO platform that has all the metrics leaders in business and marketing like you need.,Odense,"SEO, Marketing, Business",,2018.0,https://morningscore.io,
523,Cirqle Biomedical,Denmark,"Copenhagen-based Cirqle Biomedical is the creator of a non-hormonal contraceptive technology for women: OUI. OUI is a capsule that after insertion rapidly dissolves and releases the formulation. It is targeted to provide effective birth control a minute after insertion and for up to 1 day without the use of any hormones. The contraceptive technology is an alternative to hormonal birth control which is known to have a long list of potential side-effects including mood swings, headaches, anxiety and low libido. Cirqle Biomedical was founded with the help of Dr. Ljudmila Katchanhas in 2018, and has since raised a total of €1.6 million which is being used in pre-clinical development.",Copenhagen,"FemTech, Birth Control, Contraception, Cirqle, OUI, Copenhagen",No funding announced yet,2018.0,https://www.oui.us,
550,Superb,Denmark,"Superb’s Guest Experience Management platform (GXM) gathers all the tools to run a restaurant — in one place. GXM frees up time and provides restaurant teams worldwide with a convenient workflow while collecting data to take control of the business and give every guest a personalised experience, build relationships and increase revenue — The key to a successful restaurant.",Copenhagen,"restaurant, software, guest experience management, restaurant platform, restaurant software",Between €500K-€ 1 million,2017.0,www.superbexperience.com,
