Name,Category,Based in,Tags,Founded,Image URL
Reccoon,Denmark,Aarhus,"waste, recycling, materials",2018,https://www.eu-startups.com/wp-content/uploads/2019/08/0-19-150x150.png
Walletform,Denmark,Copenhagen,"comparison, personal finance",2018,https://www.eu-startups.com/wp-content/uploads/2018/09/Walletform-W-twitter-150x159.jpg
Morningscore,Denmark,Odense,"SEO, Marketing, Business",2018,https://www.eu-startups.com/wp-content/uploads/2018/04/facebook-new-morningscore-ad-english-500x500-150x150.png
LastObject,Denmark,Copenhagen,"sustainable, reusable, last mile",2018,https://www.eu-startups.com/wp-content/uploads/2022/04/1645562357937-150x150.jpg
Defudger,Denmark,Copenhagen,"AI, technology, deep fakes, SaaS",2018,https://www.eu-startups.com/wp-content/uploads/2020/03/0-9-9-150x150.png
Wedio,Denmark,Aarhus,"rental, video, photo, sharing economy, digital marketing, video marketing, Marketplace, and community",2018,https://www.eu-startups.com/wp-content/uploads/2020/03/0-21-150x150.png
Cirqle Biomedical,Denmark,Copenhagen,"FemTech, Birth Control, Contraception, Cirqle, OUI, Copenhagen",2018,https://www.eu-startups.com/wp-content/uploads/2021/02/Logo_Primary_DarkGreen_RGB_clean_small_square-150x150.png
Kreer,Denmark,Danmark,"seo, website, webshop, linkbuilding",2018,https://www.eu-startups.com/wp-content/uploads/2020/02/kreer-logo-sq-150x150.jpg
Userflow,Denmark,Copenhagen,"product-led, user onboarding, digital adoption",2018,https://www.eu-startups.com/wp-content/uploads/2023/05/userflow-logomark-512x512-1-150x150.png
Nordic API Gateway,Denmark,Copenhagen,"API Gateway, Open Banking, FinTech",2018,https://www.eu-startups.com/wp-content/uploads/2021/02/Nordic-API-logo.png
Raffle.ai,Denmark,Copenhagen,"AI, Machine Learning, Virtual Assistant",2018,https://www.eu-startups.com/wp-content/uploads/2021/02/Raffle-AI-logo.png
Cerebriu,Denmark,Copenhagen,"HealthTech, MedTech, Radiology, Diagnosis",2018,https://www.eu-startups.com/wp-content/uploads/2021/02/bhlgeu8alif2c89vfxzz-150x150.png
Unicontrol,Denmark,Odense,"Construction, Manufacturing, Navigation, Robotics",2018,https://www.eu-startups.com/wp-content/uploads/2022/01/1627303132510-150x150.jpg
Blue World Technologies,Denmark,Aalborg,"Fuel Cell, Manufacturing, Renewable Energy",2018,https://www.eu-startups.com/wp-content/uploads/2022/01/Screenshot-2022-01-04-162139.png
Unicontrol,Denmark,Odense,"Construction, Manufacturing, Navigation, Robotics",2018,https://www.eu-startups.com/wp-content/uploads/2022/01/1627303132510-150x150.jpg
Blue World Technologies,Denmark,Aalborg,"Fuel Cell, Manufacturing, Renewable Energy",2018,https://www.eu-startups.com/wp-content/uploads/2022/01/Screenshot-2022-01-04-162139.png
Bright Star Studios,Denmark,Aarhus,"Computer, Digital Entertainment, Gaming",2018,https://www.eu-startups.com/wp-content/uploads/2022/01/Screenshot-2022-01-04-144338.png
Secure Privacy,Denmark,Copenhagen,"Compliance, Legal, Privacy, Software",2018,https://www.eu-startups.com/wp-content/uploads/2022/01/f2hkzkw9ncn8zy4bwbir-150x150.png
Moneyflow,Denmark,Copenhagen,"Finance, Financial Services, FinTech",2018,https://www.eu-startups.com/wp-content/uploads/2022/01/moneyflow-logo-600x120-blur-150x30.png
Make Influence,Denmark,Copenhagen,"Advertising, Marketing, SaaS",2018,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-30-124709-150x148.png
Optoceutics,Denmark,Kongens Lyngby,Medical Device,2018,https://www.eu-startups.com/wp-content/uploads/2021/12/Screenshot-2021-12-28-155746-27-150x70.png
Eat Grim,Denmark,Copenhagen,"AgTech, Food and Beverage, Apps",2018,https://www.eu-startups.com/wp-content/uploads/2021/12/download-4-2-150x150.png
Doorhub,Denmark,Valby,"Delivery, Delivery Service, E-Commerce, Food Delivery, Same Day Delivery, Software",2018,https://www.eu-startups.com/wp-content/uploads/2021/12/download-1-13-150x150.png
DigiShares,Denmark,Aalborg,"Blockchain, FinTech, Real Estate, Real Estate Investment",2018,https://www.eu-startups.com/wp-content/uploads/2021/12/1080p-150x84.jpg
Commoditrader,Denmark,Copenhagen,"Copenhagen, Hovedstaden, Denmark",2018,https://www.eu-startups.com/wp-content/uploads/2021/12/1629881067259-1-150x150.jpg
Agreena,Denmark,Copenhagen,"Agriculture, AgTech, GreenTech",2018,https://www.eu-startups.com/wp-content/uploads/2021/12/1629881067259-150x150.jpg
Noie,Denmark,Copenhagen,"Beauty, Consumer Goods, Cosmetics, E-Commerce, Health Care",2018,https://www.eu-startups.com/wp-content/uploads/2021/12/mrndbg7w4b4obw47s04g-150x150.png
Pryma Digital,Denmark,Copenhagen/ London,"SEO, lead-gen, social media marketing",2018,https://www.eu-startups.com/wp-content/uploads/2018/12/Stort-logo-sort-tekst-150x128.png
Rizing Playlists,Denmark,Copenhagen,"Music Charts, Music Playlsits, Podcast,",2018,https://www.eu-startups.com/wp-content/uploads/2019/12/download-1-150x150.png
Træfolk,Denmark,Vejle,"Woodworking, furniture, design",2017,https://www.eu-startups.com/wp-content/uploads/2019/10/Logo_groen_guld-150x133.png
Danish Startup Group,Denmark,Denmark,"Education, one-stop-shop, seminars, events, networking, Denmark, Danishecossytem",2017,https://www.eu-startups.com/wp-content/uploads/2019/10/DSG-Logo-150x150.png
Keepit,Denmark,Copenhagen,"marketing tool, File Sharing, File Synchronization, Data Backup",2017,https://www.eu-startups.com/wp-content/uploads/2020/10/0-1-150x150.jpeg
QuadSAT,Denmark,Odense,"Drone, Satellite, Satellite Communication",2017,https://www.eu-startups.com/wp-content/uploads/2020/10/0-1-150x150.png
Superb,Denmark,Copenhagen,"restaurant, software, guest experience management, restaurant platform, restaurant software",2017,https://www.eu-startups.com/wp-content/uploads/2020/10/image-150x150.png
Horago,Denmark,Esbjerg,"app, platform, guest ordering system, restaurants in-house,",2017,https://www.eu-startups.com/wp-content/uploads/2021/09/Horago-Logo-Icon-White-150x150.png
2030 Builders,Denmark,Copenhagen,Gamification Sustainability Engagement Co-creation Impact,2017,https://www.eu-startups.com/wp-content/uploads/2021/09/bonusImage_upload-3cf50c4da39cde49c77acb8133d3aa12-150x113.jpg
Sidely,Denmark,Copenhagen Denmark,"website, platform, management",2017,https://www.eu-startups.com/wp-content/uploads/2017/06/Sidely-logo-2-150x150.png
Secher Communication,Denmark,Aalborg,"Copywriting, Content Marketing, SEO, Translation",2017,https://www.eu-startups.com/wp-content/uploads/2020/07/secher-communication-kvadrat-150x150.jpg
SoilSense,Denmark,Copenhagen,"soil sensors, agriculture, agtech",2017,https://www.eu-startups.com/wp-content/uploads/2021/07/icon-512-150x150.png
Ooolio,Denmark,Denmark,"Fashion, shopping",2017,https://www.eu-startups.com/wp-content/uploads/2020/05/Screenshot-2020-05-05-at-14.26.21-150x86.png
Reflectly,Denmark,Aarhus,"Apps, Information Services, Information Technology",2017,https://www.eu-startups.com/wp-content/uploads/2021/05/1519878610074-150x150.png
Nordsense,Denmark,Copenhagen,"Enterprise, Hardware, Internet of Things, SaaS, Software, Waste Management",2017,https://www.eu-startups.com/wp-content/uploads/2021/05/fq9a5xdkhsa3mlgkwnbe-150x150.png
deepdivr,Denmark,Copenhagen,"Digital Marketing, Marketing, SaaS, Social Media, Social Media Advertising, Software",2017,https://www.eu-startups.com/wp-content/uploads/2021/05/jwjkcfvcpkdtbdnwtzrv-150x150.png
Fellow Pay,Denmark,Copenhagen,"Financial Services, FinTech, Internet",2017,https://www.eu-startups.com/wp-content/uploads/2021/05/1611488472883-150x150.jpeg
Particle3D,Denmark,Odense,"Biomedicine, 3D Printing, Bones",2017,https://www.eu-startups.com/wp-content/uploads/2018/12/download-1-2-150x150.png
Valuer,Denmark,Copenhagen,"Startups, Tracking, Elements",2017,https://www.eu-startups.com/wp-content/uploads/2018/11/Valuer-Logo-500-150x150.jpg
Eatmore,Denmark,Sonderborg,"Food, Delivery, Online",2017,https://www.eu-startups.com/wp-content/uploads/2018/11/profile-150x150.jpg
Eatmore,Denmark,Sonderborg,"Food, Delivery, Online",2017,https://www.eu-startups.com/wp-content/uploads/2018/11/profile-150x150.jpg
Simple,Denmark,Copenhagen,"Investors, Tools, Data, Content",2017,https://www.eu-startups.com/wp-content/uploads/2019/09/Asset-4-150x150.png
Shield FC,Denmark,Copenhagen,"Compliance, Tasks, Data",2017,https://www.eu-startups.com/wp-content/uploads/2018/09/ShieldLogoUp-150x109.png
Mailforge,Denmark,Korsør,"leads, marketing, forms, editor",2017,https://www.eu-startups.com/wp-content/uploads/2019/04/homepage-150x90.png
Nordisk Lån,Denmark,Aarhus,"banking, fintech",2017,https://www.eu-startups.com/wp-content/uploads/2019/03/Facebook-logo-kopi-150x150.png
Apollo Finans,Denmark,Aarhus,"consumer loans, fintech, comparison",2017,https://www.eu-startups.com/wp-content/uploads/2019/03/Apollo-Finans-logo-kopi-150x42.png
Jatana,Denmark,Copenhagen,"saas, deep learning, software",2017,https://www.eu-startups.com/wp-content/uploads/2019/02/logo-1-150x150.jpg
Kaffe & Damp Kompagniet,Denmark,Mozartsvej 17,"E-Commerce, Coffee, Coffee Shops, Cigarretes",2017,https://www.eu-startups.com/wp-content/uploads/2021/04/kaffe-damp-kompagniet-logo-150x150.png
PinkSquare,Denmark,Copenhagen,"Animations, 3D, Product",2017,https://www.eu-startups.com/wp-content/uploads/2017/12/logo-1-150x150.png
AppsConda,Denmark,Copenhagen,"app, ios, android",2017,https://www.eu-startups.com/wp-content/uploads/2018/02/appsconda_logo_300-150x150.png
CodeSpaghetti,Denmark,Copenhagen,"tools, career, HR, AI, developers",2017,https://www.eu-startups.com/wp-content/uploads/2018/02/getting-hired-by-google2-150x132.png
treetech,Denmark,beirut,"tech, AI, education",2017,https://www.eu-startups.com/wp-content/uploads/2018/08/Logo_white_psd_drift_600x600-150x150.jpg
AdPlenty,Denmark,Copenhagen,"Advertising Services, SaaS marketing software, Digital marketing automation",2017,https://www.eu-startups.com/wp-content/uploads/2023/04/AdPlenty-150x150.jpg
Qvest.io,Denmark,Copenhagen,"HR Tech, Knowledge Management, Surveys, Data Analytics",2017,https://www.eu-startups.com/wp-content/uploads/2020/04/0-141-150x150.png
Whispr,Denmark,Copenhagen,"AI, Machine Learning, NPL, Voice Guidance Solution",2017,https://www.eu-startups.com/wp-content/uploads/2020/04/0-24-6-150x150.png
LifeX,Denmark,Copenhagen,"Flat-sharing, PropTech, Co-Living, Digital Nomads",2017,https://www.eu-startups.com/wp-content/uploads/2020/04/0-52-4-150x150.png
Uizard Technologies,Denmark,Copenhagen,"design tool, AI, prototyping",2017,https://www.eu-startups.com/wp-content/uploads/2022/03/templates-image-a-150x61.png
The Org,Denmark,Copenhagen,"Data Collection, Organizational charts, The Org, Copenhagen",2017,https://www.eu-startups.com/wp-content/uploads/2020/03/otrg-150x150.png
Finematter,Denmark,Frederiksberg,Jewellery,2017,https://www.eu-startups.com/wp-content/uploads/2021/03/Finematter-150x150.jpg
Ocean.io,Denmark,Copenhagen,"B2B, Database, Artificial Intelligence, AI",2017,https://www.eu-startups.com/wp-content/uploads/2022/01/scvcki4vw6x308vxxmsa-150x150.jpg
TrainAway,Denmark,Copenhagen,"fitness, technology, health, travel",2017,https://www.eu-startups.com/wp-content/uploads/2020/01/TrainAway-logo-white-150x150.jpg
Zoles ApS,Denmark,Espergaerde,"Health, sport, retail, AI technology",2017,https://www.eu-startups.com/wp-content/uploads/2021/01/Kiosk-2-150x115.png
Accordium,Denmark,Ullerslev,"Enterprise Software, Marketing Automation, Personalization, Video Advertising, Video on Demand",2017,https://www.eu-startups.com/wp-content/uploads/2022/01/1631875902717-1-150x150.jpg
Draupnir Bio,Denmark,"Risskov, Midtjylland","Biotechnology, Health Care, Pharmaceutical, Therapeutics",2017,https://www.eu-startups.com/wp-content/uploads/2021/12/xitbdmqhzo3t72uy26cw-150x150.png
Nordbo Robotics,Denmark,Odense,"Computer, Electronics, Information Technology, Robotics, Software",2017,https://www.eu-startups.com/wp-content/uploads/2021/12/1618247517561-150x150.jpg
SNIPR Biome,Denmark,Copenhagen,"Biotechnology, Health Care",2017,https://www.eu-startups.com/wp-content/uploads/2021/12/erd7uidr3el2kvgtczwk-150x150.png
Zliide,Denmark,Aarhus,Retail Technology,2016,https://www.eu-startups.com/wp-content/uploads/2021/12/1606724227914-150x150.jpg
Passendo,Denmark,Copenhagen,"Ad Network, Ad Server, Advertising, Email Marketing",2016,https://www.eu-startups.com/wp-content/uploads/2021/12/passendo-logo-150x150.jpeg
Cardlay,Denmark,Odense,"payments, payment cards",2016,https://www.eu-startups.com/wp-content/uploads/2018/12/download-4-1-150x150.png
introDus,Denmark,Copenhagen,"onboarding, HR, employees",2016,https://www.eu-startups.com/wp-content/uploads/2018/10/img-1-150x98.jpg
Duuoo.io,Denmark,Copenhagen,"performance management, 1on1s, feedback",2016,https://www.eu-startups.com/wp-content/uploads/2019/10/Google-05-150x93.png
Ghost Ship Games,Denmark,Copenhagen,"videogame, gaming, game developers",2016,https://www.eu-startups.com/wp-content/uploads/2020/10/0-1-1-150x150.png
Playdead,Denmark,Copenhagen,"gaming, video games, developer platform",2016,https://www.eu-startups.com/wp-content/uploads/2020/10/0-4-150x150.png
Kaffe Bueno,Denmark,Soborg,"coffee, sustainable products, functional foods",2016,https://www.eu-startups.com/wp-content/uploads/2020/10/0-3-150x150.png
Muninn,Denmark,Copenhagen,"Cyber Security, AI, Machine-learning, Software",2016,https://www.eu-startups.com/wp-content/uploads/2022/09/1654721473525-150x150.jpeg
MakesYouLocal,Denmark,Copenhagen,"Social, network, agency",2016,https://www.eu-startups.com/wp-content/uploads/2020/08/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDE4LzAxLzA5LzgyMWFiNjM4N2E0NWFhNGFjZjkwMTI2NDVlNjI2NzZh-1.png
MATE.bike,Denmark,Copenhagen,"Cycling, Electric Vehicle, Transportation",2016,https://www.eu-startups.com/wp-content/uploads/2020/08/d64lrqsrc6js8awxf6hp-150x150.png
Ønskebasen,Denmark,Nykøbing Mors,"gifts, browse, inspiration",2016,https://www.eu-startups.com/wp-content/uploads/2017/01/logo-1-150x46.png
Production Hero,Denmark,Copenhagen,"production, production management",2016,https://www.eu-startups.com/wp-content/uploads/2017/04/favicon-150x150.png
My4,Denmark,Copenhagen,"football, betting, sports",2016,https://www.eu-startups.com/wp-content/uploads/2017/05/My4_identity_02-07-150x150.png
Cobiro,Denmark,Copenhagen,"Advertising, Artificial Intelligence, Digital Marketing, Marketing",2016,https://www.eu-startups.com/wp-content/uploads/2020/08/tkhixj1ste1mmj9jshmz-150x150.png
KiteX,Denmark,Copenhagen,"Energy, wind energy, turbine",2016,https://www.eu-startups.com/wp-content/uploads/2020/08/mwiqcmrqna11cp6tfvgi-150x150.png
LegalHero,Denmark,Copenhagen,"Consulting, Crowdsourcing, E-Commerce",2016,https://www.eu-startups.com/wp-content/uploads/2020/08/pbx2omw0iekwptgopjm0-150x150.png
Lenus eHealth,Denmark,Copenhagen,"Innovative, Development, International, Technology",2016,https://www.eu-startups.com/wp-content/uploads/2020/08/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzAyLzE4L2RlMzlkYWZkN2I1MDYwOTBhMGZlNzYyZjAwZDliNWIz-1.png
LegalHero,Denmark,Copenhagen,"Consulting, Crowdsourcing, E-Commerce",2016,https://www.eu-startups.com/wp-content/uploads/2020/08/pbx2omw0iekwptgopjm0-150x150.png
Lenus eHealth,Denmark,Copenhagen,"Innovative, Development, International, Technology",2016,https://www.eu-startups.com/wp-content/uploads/2020/08/MTAwOjEwMDpjb21wYW55QHMzLWV1LXdlc3QtMS5hbWF6b25hd3MuY29tL2RlYWxyb29tLWltYWdlcy8yMDIwLzAyLzE4L2RlMzlkYWZkN2I1MDYwOTBhMGZlNzYyZjAwZDliNWIz-1.png
Beyond Leather Materials,Denmark,Copenhagen,"Textile, retail, sustainability",2016,https://www.eu-startups.com/wp-content/uploads/2020/07/zaqzzzhr3ki8umuotxs7.png
Manillo.dk,Denmark,"Kvistgaard, Denmark","store, product, everyday",2016,https://www.eu-startups.com/wp-content/uploads/wpbdm/1465659199_0-150x36.png
Everimpact,Denmark,Copenhagen,"Carbon Footprint, Environmental, IoT, Artificial Intelligence",2016,https://www.eu-startups.com/wp-content/uploads/2021/06/1599492361472-150x150.jpeg
Subaio,Denmark,Aalborg,Subscription Management,2016,https://www.eu-startups.com/wp-content/uploads/2021/05/Subaio-logo-150x60.png
Tomorrow,Denmark,Copenhagen,"Artificial Intelligence, Sustainability, GreenTech",2016,https://www.eu-startups.com/wp-content/uploads/2021/05/ocgn6k2rz3qcldudywxv-150x150.png
LENDME,Denmark,Copenhagen,"Banking, E-Commerce, Financial Services, Insurance, Internet",2016,https://www.eu-startups.com/wp-content/uploads/2021/05/1559712636656-150x150.png
Hedia,Denmark,Copenhagen,"Artificial Intelligence, Diabetes, Life Science, Medical, Medical Device",2016,https://www.eu-startups.com/wp-content/uploads/2021/05/l7rvdodlyaxhbv6qvxcx-150x150.jpeg
BotXO,Denmark,Copenhagen,"Artificial Intelligence, Machine Learning, Personalization Software",2016,https://www.eu-startups.com/wp-content/uploads/2021/05/n0hdp5ohw50velvjysbt-150x150.png
Nordetect,Denmark,Copenhagen,"AgTech, Analytics, Hardware, Internet of Things",2016,https://www.eu-startups.com/wp-content/uploads/2023/05/1645219181313-150x150.jpeg
Astralis,Denmark,Copenhagen,"e-sports, teams, players",2016,https://www.eu-startups.com/wp-content/uploads/2018/12/download-2-1-150x120.png
Worksome,Denmark,Copenhagen,"platform, recruitment, hr, talent",2016,https://www.eu-startups.com/wp-content/uploads/2018/12/logo-mark-2-150x150.png
Brickshare,Denmark,Copenhagen,"proptech, property, investment",2016,https://www.eu-startups.com/wp-content/uploads/2018/12/400x400-150x150.jpg
Supplyr,Denmark,Copenhagen,"search, suppliers, infrastructure",2016,https://www.eu-startups.com/wp-content/uploads/2019/07/Image_Eu_Startups-150x94.png
Hooves,Denmark,Copenhagen,"sharing, horses, sports",2016,https://www.eu-startups.com/wp-content/uploads/2019/08/0-16-4-150x150.png
Absolute Zero,Denmark,Copenhagen,"360, VR, AR, cloud",2016,https://www.eu-startups.com/wp-content/uploads/2019/08/0-13-2-150x150.png
Penni.io,Denmark,Copenhagen,"insurance, insurtech, API,",2016,https://www.eu-startups.com/wp-content/uploads/2019/07/Penni-Logo-Color@2x-150x150.png
Centeo Finance Group,Denmark,Aarhus,"broker, fintech, bank",2016,https://www.eu-startups.com/wp-content/uploads/2019/03/0-150x150.png
GoSpoort,Denmark,Copenhagen,"sports, training",2016,https://www.eu-startups.com/wp-content/uploads/2017/12/AAEAAQAAAAAAAAvoAAAAJGEzODI3YWUyLWE3YzYtNGIwMC05ODk4LWQ0ZmE0YWVjZWFmOA-150x150.png
SquidHub,Denmark,Copenhagen,"collaboration, project management, tool",2016,https://www.eu-startups.com/wp-content/uploads/2018/09/TheHub-720x560px-150x117.png
Resilio,Denmark,Aarhus,"Resilience, Heart Rate, Stress Management, Digital Health",2016,https://www.eu-startups.com/wp-content/uploads/2020/04/0-50-3-150x150.png
Corti,Denmark,Copenhagen,"Medical Services, Digital Health, Diagnostic Advice, eHealth",2016,https://www.eu-startups.com/wp-content/uploads/2020/04/0-87-2-150x150.png
Grandhood,Denmark,Copenhagen,"FinTech, Digital Pension Solution, HR Tech, Saving Plans",2016,https://www.eu-startups.com/wp-content/uploads/2020/04/0-104-1-150x150.png
Tame,Denmark,Copenhagen,"Event Tech, End-to-end Event Platform, Project Management, SaaS",2016,https://www.eu-startups.com/wp-content/uploads/2020/04/0-7-2-150x150.jpeg
Plant Jammer,Denmark,Copenhagen,"Food, Food waste, AI, Machine Learning",2016,https://www.eu-startups.com/wp-content/uploads/2020/04/0-4-22-150x150.png
WARM (World Airplay Radio Monitor),Denmark,Copenhagen,"Music Tech, Airplay Monitor, Audio Recognition, Radio",2016,https://www.eu-startups.com/wp-content/uploads/2020/04/0-7-14-150x150.png
OSAA Innovation,Denmark,København Ø,"MedTech, Drip Bag, Healthcare, Rehabilitation",2016,https://www.eu-startups.com/wp-content/uploads/2020/04/0-12-7-150x150.png
PurCity,Denmark,Copenhagen,"Cleaning Air, Sustainability, Design, Creativity, Award Winning Solution",2016,https://www.eu-startups.com/wp-content/uploads/2020/04/0-5-6-150x150.png
LuggageHero,Denmark,Copenhagen,"Communities, Self-Storage, Sharing Economy, Transportation, Travel",2016,https://www.eu-startups.com/wp-content/uploads/2020/04/0-17-1-150x150.png
Danamica,Denmark,Copenhagen,"pricing, rental, technology, vacation rentals, fintech",2016,https://www.eu-startups.com/wp-content/uploads/2020/03/zjtobn212plhnb1cgkw1.png
Forecast,Denmark,Copenhagen,"HR Tech, AI, Automation, Performance, Forecast, Copenhagen",2016,https://www.eu-startups.com/wp-content/uploads/2020/03/forecast-150x150.png
Dawn Health,Denmark,Copenhagen,"MedTech, digital health, software as medical device, ISO13485",2016,https://www.eu-startups.com/wp-content/uploads/2020/03/Dawn-150x150.png
Grant Compass,Denmark,"Copenhagen, Hovedstaden","Information Technology, Software",2016,https://www.eu-startups.com/wp-content/uploads/2022/01/1519910239117-150x150.jpg
Flow Robotics,Denmark,Copenhagen,"Augmented Reality, Manufacturing, Robotics",2016,https://www.eu-startups.com/wp-content/uploads/2022/01/1557135022252-150x150.jpg
Certainly,Denmark,Copenhagen,"Artificial Intelligence, Machine Learning, Personalization, Software",2016,https://www.eu-startups.com/wp-content/uploads/2022/01/1622190026881-150x150.jpg
BLAST Premier,Denmark,Copenhagen,Media and Entertainment,2016,https://www.eu-startups.com/wp-content/uploads/2022/01/3tzJngON_400x400-150x150.jpg
The Many,Denmark,Copenhagen,"FinTech, Funding Platform, Real Estate, Trading Platform",2016,https://www.eu-startups.com/wp-content/uploads/2022/01/1519879254286-1-150x150.jpg
Wedbox,Denmark,Abyhoj,"Apps, Software, Wedding",2016,https://www.eu-startups.com/wp-content/uploads/2022/01/qlv3ojn1wjevedn4eazp-150x150.png
Wikifactory,Denmark,Copenhagen,"3D Technology, CAD, Communities, Internet, Product Design",2016,https://www.eu-startups.com/wp-content/uploads/2022/01/xjwa2ouoaiail6bvb6wo-150x150.png
2021.AI,Denmark,Copenhagen,"Artificial Intelligence, Enterprise Software, Information Technology, Machine Learning",2016,https://www.eu-startups.com/wp-content/uploads/2022/01/1636629936519-150x150.jpg
Flashbulb Games,Denmark,"Copenhagen, Hovedstaden","PC Games, Video Games",2016,https://www.eu-startups.com/wp-content/uploads/2021/12/kJPrpMRE_400x400-150x150.jpg
IndieFrame,Denmark,Copenhagen,"Apps, Internet, News, Social Media, Social News",2016,https://www.eu-startups.com/wp-content/uploads/2021/12/download-31-150x74.png
AquaGreen,Denmark,"Roskilde, Sjelland","Agriculture, Biotechnology, Energy, Life Science, Manufacturing, Renewable Energy, Waste Management, Water",2016,https://www.eu-startups.com/wp-content/uploads/2021/12/download-2021-12-29T193440.209-150x150.jpg
Nordic Harvest,Denmark,"Taastrup, Hovedstaden, Denmark",Food & Beverages,2016,https://www.eu-startups.com/wp-content/uploads/2021/12/1624322074155-150x150.jpg
AeroGuest,Denmark,Aarhus,Hospitality,2016,https://www.eu-startups.com/wp-content/uploads/2021/12/fo8w5nnnvpqdmbj8h5lv-150x150.png
Ulobby,Denmark,Copenhagen,"Enterprise Software, Online Portals, SaaS, Social Media, Software",2016,https://www.eu-startups.com/wp-content/uploads/2021/12/1519892394538-150x150.jpg
PackitUp,Denmark,Copenhagen,"travel application, social network, travel safer, travel together",2016,https://www.eu-startups.com/wp-content/uploads/2019/12/Logo_PackitUp-150x150.png
OTH,Denmark,Aarhus,"Digital Health, RPM and Ai",2015,https://www.eu-startups.com/wp-content/uploads/2020/11/OTH-150x53.png
Mutonic,Denmark,Copenhagen,"Saas, Trade. Global",2015,https://www.eu-startups.com/wp-content/uploads/2019/11/Mutonic-logo-150x49.png
Practio,Denmark,Copenhagen,"Fitness,Health Care, Wellness",2015,https://www.eu-startups.com/wp-content/uploads/2020/08/k0wviwgq9qcls0fya6l7-150x150.jpeg
Dryfta,Denmark,Denmark,"event, tickets, app",2015,https://www.eu-startups.com/wp-content/uploads/wpbdm/1457775771_0-150x80.png
Pleo,Denmark,Copenhagen,"payment, bookkeeping, reports",2015,https://www.eu-startups.com/wp-content/uploads/wpbdm/1462868828_0-150x63.png
Formula Stocks,Denmark,Haderslev,"stock recommendation, stocks",2015,https://www.eu-startups.com/wp-content/uploads/2017/01/PH_2-150x88.jpg
Peakon,Denmark,Copenhagen,"employees, feedback, analysis",2015,https://www.eu-startups.com/wp-content/uploads/2017/03/logo-color-150x58.png
bobbl QUIZ,Denmark,"Copenhagen, Denmark","People, family, Friends",2015,https://www.eu-startups.com/wp-content/uploads/2021/07/bobbl-logo-512px-150x150.png
Contractbook,Denmark,Copenhagen,"Contracts, Automation, Legal, SME's",2015,https://www.eu-startups.com/wp-content/uploads/2021/07/background1-150x38.png
Lunar Way,Denmark,Copenhagen,"digital, bank, millenials",2015,https://www.eu-startups.com/wp-content/uploads/2018/12/download-3-3-150x150.png
KUBO Robot,Denmark,Odense,"kids, robotics, programming",2015,https://www.eu-startups.com/wp-content/uploads/2018/12/download-6-150x150.png
DJ Huset,Denmark,Herlev,"discos, DJ",2015,https://www.eu-startups.com/wp-content/uploads/2018/11/djhuset-logo.jpg
Simple Feast,Denmark,Copenhagen,"organic, plant based, delivery",2015,https://www.eu-startups.com/wp-content/uploads/2019/09/Simple-Feast-150x150.png
Too Good To Go,Denmark,Copenhagen,"food waste, food, social",2015,https://www.eu-startups.com/wp-content/uploads/2019/09/Too-Good-150x150.png
Sparrow Quantum,Denmark,Copenhagen,"quantum, research, tech",2015,https://www.eu-startups.com/wp-content/uploads/2019/09/Sparrow-Quantum-150x150.png
Klipworks,Denmark,Copenhagen,"video, corporate, AI",2015,https://www.eu-startups.com/wp-content/uploads/2019/08/0-4-6-150x150.png
Reepay,Denmark,Copehagen,"payment, mobile, subscription",2015,https://www.eu-startups.com/wp-content/uploads/2019/06/wY-eYWlK_400x400-150x150.jpg
